find_in_visits.site	find_in_visits.country	find_in_visits.source	find_in_visits.site2	find_in_visits.traffic_source	find_in_visits.landingpage	find_in_visits.sendingpage	find_in_visits.user	find_in_visits.pages	find_in_visits.timestamps	find_in_visits.year	find_in_visits.month	find_in_visits.day
oocl.com*	616	243	google.pl	1160	moc.oocl.com/party/sailingschedule/MOBILE/mobile_ss_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC	google.pl/search?client=opera&q=oocl+schedule&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moc.oocl.com/party/sailingschedule/MOBILE/mobile_ss_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC","oocl.com/eng/Pages/default.aspx","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_TOKEN=QNUhcdzvnimEkexUZtbKMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_bkg.jsf?ANONYMOUS_TOKEN=QNUhcdzvnimEkexUZtbKMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_no_record_found.jsf?ANONYMOUS_TOKEN=QNUhcdzvnimEkexUZtbKMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_bkg.jsf?ANONYMOUS_TOKEN=QNUhcdzvnimEkexUZtbKMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=QNUhcdzvnimEkexUZtbKMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","oocl.com/party/cargotraching/ct_search-from_other_domain.jsf","m.oocl.com","oocl.com/eng/ourservices/vessels/Pages/default.aspx","oocl.com/eng/ourservices/serviceroutes/tpt/Pages/default.aspx","oocl.com/eng/ourservices/vessels/Pages/default.aspx","oocl.com/eng/ourservices/eservices/sailingschedule/Pages/default.aspx","moc.oocl.com/party/sailingschedule/MOBILE/mobile_ss_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC","oocl.com/eng/ourservices/eservices/trackandtrace/Pages/default.aspx","moc.oocl.com/party/railtracing/rt_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ZEQCWabfExuBMrUslLDzMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/railtracing/rt_search_from_other_domain.jsf?ANONYMOUS_TOKEN=hAjNXzFaHaQrxNjWgMDNMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","oocl.com/eng/ourservices/eservices/trackandtrace/Pages/default.aspx","moc.oocl.com/party/railtracing/rt_search_from_other_domain.jsf?ANONYMOUS_TOKEN=LNRRqYLRgqeRUykmpahSMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","oocl.com/eng/ourservices/containers/Pages/default.aspx","oocl.com/eng/ourservices/eservices/trackandtrace/Pages/default.aspx","moc.oocl.com/party/railtracing/rt_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ETXCvaCmKrkObDOIuubHMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/railtracing/rt_search_from_other_domain.jsf?ANONYMOUS_TOKEN=dHFWZNtRclcCAuiklNkBMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","oocl.com/party/cargotraching","oocl.com/eng/ourservices/eservices/cargotracking/Pages/CargoTracking.aspx","oocl.com/eng/ourservices/eservices/cargotracking/Pages/CargoTracking.aspx","oocl.com/eng/Pages/default.aspx","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=JMoTdTcwmHSlkEtWcRDMMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","oocl.com/Pages/ExpressLink.aspx?eltype=ct&bl_no=&cont_no=797799-7&booking_no=","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ZwUUgdyLtxatURBiqZsWMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/admin/login/ul_sign_in.jsf?action=relogin&ENTRY=MCC&ENTRY_TYPE=STANDARD&LANGUAGE=&COUNTRY=","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/ct_search_from_other_domain.jsf?ANONYMOUS_TOKEN=ARWxDfbTXcKQjmGhhVYTMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","mobileapps.oocl.com/ContainerSpecEnquiry/default.aspx?cntr=OOLU797799","mobileapps.oocl.com/ContainerSpecEnquiry/default.aspx?cntr=OOLU797799","mobileapps.oocl.com/ContainerSpecEnquiry/default.aspx?cntr=OOLU797799","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","mobileapps.oocl.com/ContainerSpecEnquiry/default.aspx?cntr=OOLU797799","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","m.oocl.com","moc.oocl.com/party/sailingschedule/MOBILE/mobile_ss_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC","m.oocl.com","m.oocl.com","moc.oocl.com/party/vesseltracking/mobile/mobile_vt_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC&IsSearchByVessel=true","m.oocl.com","moc.oocl.com/party/cargotracking/mobile/mobile_ct_result_container.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_TOKEN=armFbZyowEEdsScWTEunMCCOOCL&ENTRY=MCC&ENTRY_TYPE=OOCL&PREFER_LANGUAGE=en-US&isFromMobile=true&isFromAppleApp=false&deviceType=","moc.oocl.com/party/cargotracking/mobile/mobile_ct_search.jsf?ANONYMOUS_BEHAVIOR=BUILD_UP&ENTRY_TYPE=OOCL&ENTRY=MCC"]	[1493286586000,1493286616000,1493286742000,1493286762000,1493287009000,1493287026000,1493287040000,1493287115000,1493287225000,1493287309000,1493287333000,1493287393000,1493287419000,1493287443000,1493287473000,1493287495000,1493287535000,1493287553000,1493287886000,1493287957000,1493287961000,1493287967000,1493287984000,1493288005000,1493288059000,1493288088000,1493288219000,1493288270000,1493288376000,1493288402000,1493288408000,1493288482000,1493288731000,1493288744000,1493288788000,1493288818000,1493288823000,1493288941000,1493289011000,1493289742000,1493289917000,1493289973000,1493289995000,1493290010000,1493290021000,1493290033000,1493290035000,1493290037000,1493290043000,1493290056000,1493290059000,1493290061000,1493290067000,1493290083000,1493290091000,1493290103000,1493290114000,1493290119000,1493290128000,1493290131000,1493290132000,1493290134000,1493290137000]	17	4	27
vimeo.com	616	243	kitco.com	5	vimeo.com/213619529	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["vimeo.com/213619529","vimeo.com/214950799","vimeo.com/214950799"]	[1493299407000,1493299408000,1493299470000]	17	4	27
rules.config.jaguar.com	616	243	jaguar.pl	6	rules.config.jaguar.com/jdx/pl_pl/f-pace_k18	jaguar.pl/f-pace	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rules.config.jaguar.com/jdx/pl_pl/f-pace_k18","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl3/jdxmodel.html","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxother.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxpayoff.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html@","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsaw/jdxinterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsaw/jdxinterior.html@","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at/jdxinterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxinterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html@","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1af_vsau/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1af_vsau/jdxexterior.html@","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/b16f-f45a_n-1af_vsau/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/b16f-f45a_n-1af_vsau/jdxexterior.html@","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1at_vsau/jdxexterior.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html__QS__q=z13a","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau_z13a/jdxother.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_f53a_n-1af_vsau_z13a/jdxother.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_f53a_n-1af_vsau_z13a/jdxpayoff.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html#/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau_z13a/jdxother.html","rules.config.jaguar.com/jdx/pl_pl_seatoff/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/a-delglass_b16f-f45a_n-1af_vsau/jdxother.html","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl3/jdxmodel.html","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/jdxexterior.html#/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/jdxexterior.html@","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/jdxexterior.html#/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1af/jdxexterior.html","rules.config.jaguar.com/jdx/pl_pl/f-pace_k18/3evri/a-20p-250aawd_a-suv_tl1/n-1af/jdxpayoff.html"]	[1493298220000,1493298249000,1493298261000,1493298270000,1493298281000,1493298284000,1493298310000,1493298315000,1493298332000,1493298337000,1493298357000,1493298365000,1493298370000,1493298382000,1493298387000,1493298394000,1493298401000,1493298428000,1493298435000,1493298466000,1493298469000,1493298508000,1493298530000,1493298560000,1493298561000,1493298623000,1493298630000,1493298640000,1493298644000,1493298650000,1493298659000]	17	4	27
jaguar.pl	616	243	wp.pl	5	jaguar.pl	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["jaguar.pl","jaguar.pl/i-pace","jaguar.pl","jaguar.pl/f-pace","jaguar.pl/f-pace-modele","jaguar.pl/f-pace","jaguar.pl/f-pace-modele","jaguar.pl","jaguar.pl/xe-opis","jaguar.pl/katalogi","jaguar.pl/system/car_models/price_lists/000/000/162/original/Cennik_Jaguar_XE_MY18.pdf?1490964291=undefined"]	[1493298155000,1493298188000,1493298201000,1493298208000,1493298571000,1493298576000,1493298578000,1493298695000,1493298704000,1493298717000,1493298730000]	17	4	27
wp.pl	616	243	wiadomosci.wp.pl	5	wp.pl	wiadomosci.wp.pl/strzaly-w-berlinskim-szpitalu-6116573087885441a	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1493305420000,1493305519000,1493305548000,1493306024000,1493306095000,1493306138000]	17	4	27
kitco.com*	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1493305404000]	17	4	27
kitco.com	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1493305404000]	17	4	27
sportowefakty.wp.pl#	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/683312/robert-lewandowski-nie-jest-perfekcyjnie	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/683312/robert-lewandowski-nie-jest-perfekcyjnie"]	[1493305445000]	17	4	27
kozak-diamonds.pl	616	243	oocl.com	5	kozak-diamonds.pl	oocl.com/party/cargotraching/ct_search-from_other_domain.jsf	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kozak-diamonds.pl","kozak-diamonds.pl"]	[1493287253000,1493288062000]	17	4	27
sportowefakty.wp.pl	616	243	moto.wp.pl	6	sportowefakty.wp.pl/boks/683202/perfekcja-i-konspiracja-zaczela-sie-wojna-psychologiczna-kliczki-z-joshua	moto.wp.pl/koniec-z-wymiana-dowodu-rejestracyjnego-ze-wzgledu-na-brak-miejsca-na-pieczatki-6115815020816001a	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/boks/683202/perfekcja-i-konspiracja-zaczela-sie-wojna-psychologiczna-kliczki-z-joshua","sportowefakty.wp.pl/boks/683250/anthony-joshua-nie-boi-sie-porazki-z-kliczko","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas"]	[1493296875000,1493296994000,1493297600000,1493297669000,1493297687000,1493297698000,1493297721000,1493297728000]	17	4	27
wp.pl	616	243	wiadomosci.wp.pl	5	wp.pl	wiadomosci.wp.pl/wlodzimierz-czarzasty-wystawienie-ogorek-w-wyborach-debilna-decyzja-6116295800784513a	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1493294760000,1493294934000,1493295203000,1493295393000,1493296950000,1493297343000,1493297476000,1493297577000]	17	4	27
vesselfinder.com*	616	243	google.pl	1160	vesselfinder.com/vessels/OOCL-POLAND-IMO-9622588-MMSI-477182200	google.pl/search?client=opera&q=oocl+schedule&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["vesselfinder.com/vessels/OOCL-POLAND-IMO-9622588-MMSI-477182200"]	[1493286537000]	17	4	27
niezalezna.pl	616	243	kitco.com	5	niezalezna.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["niezalezna.pl","niezalezna.pl/97849-tonie-statek-w-gdyni","niezalezna.pl","niezalezna.pl/97825-wicepremier-masakruje-platforme-obywatelska-wystarczyl-jeden-przyklad-jak-dzialalo-panstwo-za-"]	[1493312221000,1493312229000,1493312279000,1493312337000]	17	4	27
bycjakmodelka.wp.pl	616	243	moto.wp.pl	6	bycjakmodelka.wp.pl/aktualnosci/mowiac-szczerze-bardzo-nie-lubie-chodzic-po-sklepach-wywiad-z-aleksandra-szwed	moto.wp.pl/honda-civic-type-r-z-dwoma-rekordami-czy-na-pewno-6115500541364353a	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["bycjakmodelka.wp.pl/aktualnosci/mowiac-szczerze-bardzo-nie-lubie-chodzic-po-sklepach-wywiad-z-aleksandra-szwed"]	[1493312188000]	17	4	27
wp.pl*	616	243	NULL	6	wiadomosci.wp.pl/wlodzimierz-czarzasty-wystawienie-ogorek-w-wyborach-debilna-decyzja-6116295800784513a	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/wlodzimierz-czarzasty-wystawienie-ogorek-w-wyborach-debilna-decyzja-6116295800784513a","wp.pl","wp.pl","wp.pl","wp.pl","moto.wp.pl/koniec-z-wymiana-dowodu-rejestracyjnego-ze-wzgledu-na-brak-miejsca-na-pieczatki-6115815020816001a","sportowefakty.wp.pl/boks/683202/perfekcja-i-konspiracja-zaczela-sie-wojna-psychologiczna-kliczki-z-joshua","wp.pl","sportowefakty.wp.pl/boks/683250/anthony-joshua-nie-boi-sie-porazki-z-kliczko","wp.pl","wiadomosci.wp.pl/rosyjski-okret-tonie-po-zderzeniu-ze-statkiem-handlowym-na-morzu-czarnym-6116536168195713a","wiadomosci.wp.pl/oficer-bundeswehry-zatrzymany-pod-zarzutem-terroryzmu-mial-skrajnie-prawicowe-poglady-6116521930364545a","wp.pl","wp.pl","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/683053/wojciech-fibak-agnieszka-radwanska-moze-sie-odrodzic-w-madrycie","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas","sportowefakty.wp.pl/tenis/682959/agnieszka-radwanska-musze-czekac-na-swoj-czas"]	[1493294708000,1493294760000,1493294934000,1493295203000,1493295393000,1493296798000,1493296875000,1493296950000,1493296994000,1493297343000,1493297359000,1493297394000,1493297476000,1493297577000,1493297600000,1493297669000,1493297687000,1493297698000,1493297721000,1493297728000]	17	4	27
wiadomosci.wp.pl#	616	243	bilion.com.pl	5	wiadomosci.wp.pl/strzaly-w-berlinskim-szpitalu-6116573087885441a	bilion.com.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/strzaly-w-berlinskim-szpitalu-6116573087885441a","wiadomosci.wp.pl/prokurator-pedofil-zatrzymany-koszmar-dzieci-trwal-przez-lata-6116552822446209a","wiadomosci.wp.pl/tajna-wizyta-u-merkel-polityczny-dylemat-jaroslawa-kaczynskiego-6116125868291713a","wiadomosci.wp.pl/syria-potezna-eksplozja-na-lotnisku-w-damaszku-6116424177129601a"]	[1493305412000,1493305528000,1493305561000,1493306049000]	17	4	27
